LSOA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E01003807,9.86465,2.00000,10.99170,8.40116
E01003808,9.59648,2.00000,10.91000,7.19565
E01003809,4.66209,1b,11.20720,0.00000
E01003810,11.13870,3.00000,14.59750,7.38932
E01003811,8.22830,2.00000,12.13640,5.24303
E01003812,11.08460,3.00000,14.61090,7.53990
E01003813,4.57371,1b,10.51980,0.00000
E01003814,6.42948,2.00000,13.88840,0.00000
E01003815,4.81855,1b,9.90696,0.00000
E01003816,1.71255,1a,7.81856,0.00000
E01003817,1.10055,1a,6.76108,0.00000
E01003818,2.11795,1a,4.57072,0.00000
E01003819,1.73335,1a,19.14000,0.00000
E01003820,3.48605,1b,5.00711,2.62549
E01003821,5.45005,2.00000,17.19560,2.24814
E01003822,5.04173,2.00000,6.93488,1.99399
E01003823,2.93877,1b,13.74890,0.00000
E01003824,5.92928,2.00000,8.59823,3.51487
E01003825,3.41686,1b,7.70860,0.00000
E01003826,2.08333,1a,8.61668,0.00000
E01003827,4.66336,1b,8.79040,0.00000
E01003828,4.59622,1b,8.28104,2.64230
E01003829,3.80589,1b,6.81569,0.00000
E01003830,4.82117,1b,6.97963,0.00000
E01003831,3.87613,1b,5.88007,0.00000
E01003832,3.55058,1b,6.22050,2.25473
E01003833,4.08739,1b,6.09491,2.53904
E01003834,6.75003,2.00000,19.73480,0.00000
E01003835,3.94543,1b,10.20610,0.00000
E01003836,6.58638,2.00000,11.75410,4.18597
E01003837,1.94871,1a,10.35960,0.00000
E01003838,6.61121,2.00000,11.44460,1.65096
E01003839,10.26450,3.00000,13.81660,5.71056
E01003840,4.07902,1b,6.17607,0.77016
E01003841,3.71158,1b,6.22120,0.00000
E01003842,3.16750,1b,6.60385,0.00000
E01003843,4.02523,1b,6.14919,0.00000
E01003844,6.60147,2.00000,8.73711,3.40760
E01003845,2.95048,1b,7.49925,0.00000
E01003846,6.95003,2.00000,9.32303,4.57604
E01003847,3.82784,1b,12.09270,0.00000
E01003848,15.42610,4.00000,19.50620,9.37666
E01003849,8.61002,2.00000,18.66680,5.24331
E01003851,8.76742,2.00000,12.89770,5.48624
E01003852,12.44640,3.00000,18.97880,4.29478
E01003853,9.37238,2.00000,14.85390,0.00000
E01003854,10.79900,3.00000,13.96370,7.37337
E01003855,5.30982,2.00000,10.29520,1.72694
E01003856,8.33843,2.00000,10.41200,5.23408
E01003857,6.61309,2.00000,11.76400,3.45118
E01003858,7.39134,2.00000,10.76630,4.06190
E01003859,8.32530,2.00000,11.90600,4.03988
E01003860,7.28793,2.00000,34.52120,0.00000
E01003861,23.90860,5.00000,30.54340,18.14900
E01003862,12.05080,3.00000,20.53260,5.57191
E01003863,15.02470,4.00000,19.94870,5.84554
E01003864,14.33700,3.00000,27.97890,2.33664
E01003865,7.77851,2.00000,15.27000,4.27075
E01003866,7.67142,2.00000,11.30790,6.22322
E01003867,7.95438,2.00000,13.34160,0.00000
E01003868,12.34670,3.00000,15.59920,7.06081
E01003869,11.51890,3.00000,20.47290,4.25100
E01003870,8.73501,2.00000,19.14420,0.00000
E01003871,4.93900,1b,7.61079,2.64807
E01003872,6.44728,2.00000,14.01390,0.00000
E01003873,26.00670,6a,40.67850,6.52181
E01003874,13.39920,3.00000,28.16030,6.00642
E01003875,6.25354,2.00000,25.05520,0.00000
E01003876,27.44810,6a,40.67740,0.00000
E01003877,14.93340,3.00000,27.72260,3.07595
E01003878,1.55146,1a,9.73693,0.00000
E01003879,3.26691,1b,5.29626,2.46590
E01003880,10.05680,3.00000,22.82120,6.05667
E01003881,6.11107,2.00000,7.74622,2.17075
E01003882,16.69460,4.00000,24.10830,10.99160
E01003883,9.50809,2.00000,17.76410,3.63162
E01003884,10.15120,3.00000,14.98210,5.78258
E01003885,9.96644,2.00000,17.11640,2.59971
E01003886,10.97340,3.00000,14.22100,3.45249
E01003887,11.93810,3.00000,14.67450,8.30501
E01003888,4.75512,1b,14.45860,0.00000
E01003889,2.32395,1a,12.15040,0.00000
E01003890,5.62006,2.00000,11.63840,2.59577
E01003891,6.25637,2.00000,13.15340,2.13364
E01003892,8.13706,2.00000,19.40330,0.00000
E01003893,12.18230,3.00000,28.88430,0.00000
E01003894,14.35000,3.00000,16.62720,12.15030
E01003895,10.58190,3.00000,20.10930,0.00000
E01003896,19.86830,4.00000,25.63170,0.00000
E01003897,21.73850,5.00000,24.35820,18.60010
E01003898,11.19420,3.00000,14.44010,5.09887
E01003899,8.26580,2.00000,16.59370,4.36479
E01003900,7.39490,2.00000,15.23520,0.00000
E01003901,1.69309,1a,6.10321,0.00000
E01003902,7.08943,2.00000,8.35117,6.34581
E01003903,5.39507,2.00000,8.26638,0.00000
E01003904,5.06126,2.00000,10.01890,0.00000
E01003905,5.18296,2.00000,9.71589,2.07191
E01003906,7.87389,2.00000,11.02930,3.92469
E01003907,2.00928,1a,6.91678,0.00000
E01003908,6.12218,2.00000,9.89457,0.00000
E01003909,7.82695,2.00000,9.27680,5.88766
E01003910,4.11358,1b,8.21400,0.00000
E01003911,14.28500,3.00000,23.13770,8.50791
E01003912,13.47370,3.00000,16.37040,9.81091
E01003913,25.13060,6a,36.36450,8.57805
E01003914,13.85090,3.00000,18.26010,8.33895
E01003915,7.36537,2.00000,12.51010,0.00000
E01003916,7.25009,2.00000,13.54950,0.00000
E01003917,12.08310,3.00000,20.64610,8.84034
E01003918,18.74640,4.00000,28.13890,0.00000
E01003919,20.73020,5.00000,30.00630,6.90350
E01003920,21.99180,5.00000,32.03850,13.33700
E01003921,33.81200,6a,44.78050,21.10300
E01003922,27.10550,6a,40.32660,14.07980
E01003923,19.99450,4.00000,24.34740,15.84670
E01003924,23.21310,5.00000,36.07300,17.65630
E01003925,16.70100,4.00000,21.30020,13.56670
E01003926,15.35480,4.00000,23.30510,6.66391
E01003927,79.51950,6b,105.21800,34.61640
E01003929,92.32000,6b,130.83000,68.02270
E01003930,98.70260,6b,121.05400,48.13280
E01003932,78.25130,6b,123.94900,47.66950
E01003933,63.69310,6b,94.04680,36.75140
E01003934,75.84190,6b,113.50500,19.25120
E01003935,71.41200,6b,98.89040,27.45480
E01003936,55.67530,6b,83.17050,17.02470
E01003937,76.33640,6b,113.49200,52.80540
E01003938,63.91470,6b,75.04600,57.70970
E01003939,89.45120,6b,104.24200,73.82790
E01003940,31.05700,6a,58.41470,19.48710
E01003941,19.91900,4.00000,25.52950,14.28910
E01003942,30.04690,6a,41.63570,19.46390
E01003943,65.19410,6b,70.31680,59.96090
E01003945,6.43321,2.00000,18.47190,0.00000
E01003946,8.85067,2.00000,16.15730,0.00000
E01003947,8.84743,2.00000,13.93460,6.97784
E01003948,15.38870,4.00000,27.81380,0.00000
E01003949,9.00387,2.00000,13.42700,3.74875
E01003950,8.68232,2.00000,14.65920,3.55952
E01003951,4.94678,1b,13.79410,0.00000
E01003952,16.55060,4.00000,19.60090,13.13930
E01003953,17.45770,4.00000,23.90360,13.13250
E01003954,12.40870,3.00000,16.56880,9.67063
E01003955,11.11780,3.00000,15.23360,5.15533
E01003956,11.48170,3.00000,17.34400,9.89535
E01003957,9.48494,2.00000,14.27780,6.58930
E01003958,11.48800,3.00000,15.71460,9.40685
E01003960,32.66680,6a,48.38330,19.53610
E01003961,21.55320,5.00000,48.02560,16.11530
E01003963,27.84480,6a,37.61950,15.26600
E01003964,12.60480,3.00000,19.17750,0.00000
E01003966,19.63250,4.00000,25.29660,13.60450
E01003967,19.61740,4.00000,23.54810,16.93410
E01003968,6.82276,2.00000,7.84111,5.79370
E01003969,20.52730,5.00000,33.47220,6.40572
E01003970,9.20853,2.00000,18.43240,3.61424
E01003971,13.48160,3.00000,18.58050,6.37806
E01003972,14.38970,3.00000,19.78830,5.65655
E01003973,23.69520,5.00000,47.30680,17.71900
E01003974,9.07560,2.00000,15.09180,5.78307
E01003975,10.90340,3.00000,15.51430,8.04945
E01003976,21.50320,5.00000,61.96940,10.28020
E01003977,7.06045,2.00000,12.59600,3.54872
E01003978,9.21538,2.00000,15.08610,3.91416
E01003979,18.28710,4.00000,25.62950,8.94439
E01003980,15.54380,4.00000,26.46870,2.10617
E01003981,84.38650,6b,124.78500,58.43990
E01003983,13.77200,3.00000,15.99660,12.01960
E01003984,20.67530,5.00000,27.95500,16.19510
E01003986,13.14110,3.00000,23.45780,2.55596
E01003987,4.31175,1b,8.06091,2.09658
E01003988,10.78570,3.00000,22.19830,0.00000
E01003989,9.99103,2.00000,15.30270,0.00000
E01003990,11.06720,3.00000,21.26350,7.58066
E01003991,8.15529,2.00000,16.53250,2.29124
E01003992,16.59640,4.00000,21.23920,10.22790
E01003993,8.92975,2.00000,30.46750,2.24845
E01003994,35.94700,6a,48.99360,23.66410
E01003995,45.61540,6b,52.98260,30.72010
E01003997,18.50400,4.00000,28.35200,10.67280
E01003998,34.36120,6a,51.16270,24.73200
E01003999,18.35860,4.00000,22.62420,2.46225
E01004000,13.32420,3.00000,21.85800,8.40221
E01004001,8.26902,2.00000,14.06900,0.00000
E01004002,7.92082,2.00000,18.30960,0.00000
E01004003,17.36450,4.00000,22.61230,8.17851
E01004004,23.13220,5.00000,38.93360,18.52580
E01004005,24.51430,5.00000,37.81030,4.78680
E01004006,16.31590,4.00000,21.09600,4.84223
E01004007,10.80040,3.00000,23.50840,3.77378
E01004008,28.84410,6a,37.56840,20.35910
E01004010,25.23330,6a,43.06410,0.00000
E01004011,10.43160,3.00000,17.32330,3.73245
E01004012,5.62015,2.00000,10.96680,3.46537
E01004013,14.46530,3.00000,16.91360,11.76730
E01004014,6.73928,2.00000,13.57690,3.51867
E01004015,10.03160,3.00000,20.02650,3.78695
E01004016,8.00440,2.00000,21.62450,0.00000
E01004017,7.87077,2.00000,16.12280,0.00000
E01004018,6.66859,2.00000,11.17320,3.49364
E01004019,11.86810,3.00000,19.46840,3.78247
E01004020,4.82233,1b,8.04842,0.00000
E01004021,16.21040,4.00000,23.48540,12.10540
E01004022,15.22820,4.00000,20.87500,10.19500
E01004023,14.86830,3.00000,21.59260,12.19020
E01004024,14.94540,3.00000,19.46350,10.05950
E01004027,70.72930,6b,135.66900,13.20730
E01004028,12.66840,3.00000,17.80280,6.79294
E01004029,17.87080,4.00000,27.63570,11.50680
E01004030,20.20740,5.00000,27.15320,15.13480
E01004031,27.03320,6a,41.29850,10.68040
E01004032,18.92610,4.00000,28.89240,12.03700
E01004033,25.93370,6a,35.76840,10.58840
E01004034,17.07030,4.00000,26.89980,11.63010
E01004035,17.20060,4.00000,32.65930,4.83213
E01004036,22.65850,5.00000,29.57740,18.16870
E01004037,12.22400,3.00000,18.69810,6.06286
E01004038,11.18530,3.00000,18.06440,3.68058
E01004039,12.76570,3.00000,17.24980,6.36717
E01004040,18.22920,4.00000,23.71000,11.75800
E01004041,14.44360,3.00000,20.50210,9.13717
E01004042,9.92028,2.00000,15.70280,4.82087
E01004043,7.12960,2.00000,8.96670,6.01258
E01004044,11.57050,3.00000,16.92580,4.54780
E01004045,15.34880,4.00000,19.46410,11.60300
E01004046,16.78260,4.00000,25.05920,12.09400
E01004047,14.54720,3.00000,19.37290,11.41470
E01004048,11.64540,3.00000,21.11820,6.71443
E01004049,21.31170,5.00000,25.25040,14.12270
E01004050,13.61490,3.00000,24.63840,1.68323
E01004051,21.40850,5.00000,25.11570,18.17090
E01004052,13.67800,3.00000,21.90810,0.00000
E01004053,11.50300,3.00000,16.74820,9.42611
E01004054,4.73782,1b,5.49916,4.36168
E01004055,4.43278,1b,9.99607,2.40464
E01004056,4.48725,1b,5.53848,3.61505
E01004057,8.45748,2.00000,26.93230,2.23065
E01004058,3.33372,1b,8.28154,0.00000
E01004059,17.77690,4.00000,31.20260,1.88061
E01004060,19.28690,4.00000,28.99970,12.11720
E01004061,23.25330,5.00000,46.37430,11.22780
E01004062,30.55720,6a,40.77700,22.28280
E01004063,25.45980,6a,38.21300,11.70090
E01004064,20.41600,5.00000,32.19280,6.37837
E01004065,21.12060,5.00000,26.82880,14.04970
E01004066,23.87170,5.00000,40.26990,12.44700
E01004067,39.30490,6a,50.73440,30.47240
E01004068,17.47890,4.00000,26.86880,8.56000
E01004069,6.49154,2.00000,17.28580,0.00000
E01004070,13.71660,3.00000,25.16880,8.73584
E01004071,11.14110,3.00000,15.09000,6.91214
E01004072,10.26070,3.00000,13.78310,5.80438
E01004073,18.23630,4.00000,24.86370,8.82308
E01004074,18.37600,4.00000,30.31940,1.88082
E01004075,5.99604,2.00000,14.46220,0.00000
E01004076,3.77595,1b,11.25270,0.00000
E01004077,7.05502,2.00000,12.15370,2.37894
E01004078,3.24312,1b,6.62799,0.00000
E01004079,4.75835,1b,7.87914,0.00000
E01004080,8.65035,2.00000,12.74250,0.00000
E01004081,5.10348,2.00000,8.22670,3.85788
E01004082,6.09718,2.00000,11.12620,0.00000
E01004083,3.38368,1b,5.50486,0.00000
E01004084,3.22483,1b,5.39210,1.27423
E01004085,1.54295,1a,5.36102,0.00000
E01004086,5.73115,2.00000,13.01000,0.00000
E01004087,4.41837,1b,6.32832,1.34698
E01004088,3.09877,1b,5.87412,0.00000
E01004089,4.18850,1b,4.92131,2.64176
E01004090,8.44048,2.00000,10.38110,0.00000
E01004091,4.25247,1b,9.00849,2.30891
E01004092,4.75012,1b,9.79118,1.74768
E01004093,3.47156,1b,9.15628,0.00000
E01004094,7.41260,2.00000,10.72420,1.66476
E01004095,3.52492,1b,6.31468,2.17429
E01004096,5.89197,2.00000,16.71820,0.00000
E01004097,9.32313,2.00000,24.28540,3.15065
E01004098,9.22396,2.00000,14.60680,6.46950
E01004099,10.51120,3.00000,15.83790,1.55154
E01004100,9.47192,2.00000,14.32820,3.77470
E01004101,6.18213,2.00000,10.81500,3.86526
E01004102,9.73324,2.00000,16.92310,1.91013
E01004103,6.01670,2.00000,7.77975,4.15206
E01004104,7.20562,2.00000,13.57190,2.55086
E01004105,7.63036,2.00000,10.12800,1.25031
E01004106,2.67298,1b,8.71384,0.00000
E01004107,4.93898,1b,8.74300,1.52132
E01004108,0.70214,1a,4.97893,0.00000
E01004109,2.80366,1b,5.89845,0.00000
E01004110,9.51512,2.00000,12.21430,4.54293
E01004111,6.75066,2.00000,12.26510,0.00000
E01004112,6.13550,2.00000,10.73240,1.34296
E01004114,0.54171,1a,3.53158,0.00000
E01004115,3.24227,1b,6.91863,0.00000
E01004116,3.31165,1b,8.10210,0.00000
E01004117,1.40874,1a,3.92385,0.00000
E01004118,8.16664,2.00000,11.96970,3.77042
E01004119,6.30588,2.00000,11.01830,1.74387
E01004120,5.05801,2.00000,7.68184,1.68594
E01004121,8.31877,2.00000,12.35740,0.00000
E01004122,4.23612,1b,9.21359,0.00000
E01004123,8.48172,2.00000,12.34870,1.30494
E01004124,3.97712,1b,9.18144,1.26044
E01004125,6.71199,2.00000,7.66779,5.15359
E01004126,7.11746,2.00000,7.93300,5.68685
E01004127,5.67364,2.00000,6.74788,3.50082
E01004128,6.53810,2.00000,9.71699,4.48351
E01004129,9.46177,2.00000,15.33580,3.42862
E01004130,4.30973,1b,8.79463,0.00000
E01004131,5.57155,2.00000,7.68494,2.88152
E01004132,4.67314,1b,8.10327,1.93709
E01004133,3.93757,1b,8.01347,2.15293
E01004134,6.81465,2.00000,8.99336,5.23550
E01004135,4.40326,1b,7.29218,2.84408
E01004136,4.69217,1b,7.42666,0.00000
E01004137,26.14020,6a,31.33120,14.12180
E01004138,7.84391,2.00000,24.81620,4.44861
E01004139,14.23410,3.00000,28.10460,3.14339
E01004140,17.52190,4.00000,31.83330,2.75633
E01004141,9.34952,2.00000,15.93000,3.89334
E01004142,26.94520,6a,33.25060,15.21370
E01004143,16.92510,4.00000,23.97580,8.09885
E01004144,9.66375,2.00000,17.53720,5.28422
E01004145,7.51904,2.00000,13.97330,0.00000
E01004146,15.82720,4.00000,24.46440,5.75408
E01004147,3.92044,1b,13.78140,1.39601
E01004148,9.04270,2.00000,20.19800,4.58976
E01004149,9.58367,2.00000,19.74730,2.48363
E01004150,20.91150,5.00000,29.77360,3.53298
E01004151,7.49818,2.00000,18.09440,0.00000
E01004152,21.21580,5.00000,31.13260,12.93130
E01004153,9.76001,2.00000,20.17200,2.84789
E01004154,3.80326,1b,8.54652,0.00000
E01004155,10.20370,3.00000,21.11380,0.00000
E01004156,24.60790,5.00000,33.34240,12.97110
E01004157,10.49980,3.00000,13.19900,5.40959
E01004158,11.73870,3.00000,24.92000,2.32519
E01004159,6.79790,2.00000,16.20640,4.66887
E01004160,8.87518,2.00000,15.69540,5.14987
E01004161,5.60948,2.00000,10.90630,0.00000
E01004162,24.03520,5.00000,28.94610,10.15940
E01004163,4.52095,1b,6.55294,2.43788
E01004164,7.52413,2.00000,13.57420,2.95900
E01004165,10.46050,3.00000,14.13790,3.85333
E01004166,7.40919,2.00000,12.28710,2.01840
E01004167,5.05317,2.00000,6.10027,4.20702
E01004168,4.51784,1b,9.39868,1.43707
E01004169,3.35493,1b,5.07210,1.72396
E01004170,14.56350,3.00000,18.75090,10.31360
E01004171,6.44747,2.00000,10.72990,0.00000
E01004172,12.22420,3.00000,16.58400,7.04285
E01004173,5.45471,2.00000,12.26820,0.00000
E01004174,13.14220,3.00000,16.69110,8.01850
E01004175,5.46785,2.00000,11.30640,0.00000
E01004176,9.35599,2.00000,17.33010,2.31611
E01004177,14.89690,3.00000,17.95180,7.17458
E01004178,14.11240,3.00000,19.12910,4.99751
E01004179,8.52539,2.00000,16.23600,3.50488
E01004180,4.53779,1b,15.19630,0.00000
E01004181,5.01894,2.00000,14.30460,3.54053
E01004182,7.58279,2.00000,13.26620,4.01305
E01004183,5.65039,2.00000,7.80872,2.16359
E01004184,3.30352,1b,5.65662,0.00000
E01004185,4.87253,1b,11.83630,0.00000
E01004186,5.54340,2.00000,10.03150,0.00000
E01004187,3.77943,1b,6.36753,0.00000
E01004188,8.86803,2.00000,10.47250,2.95497
E01004189,4.47979,1b,7.83875,2.16892
E01004190,5.60699,2.00000,10.50430,1.78818
E01004191,8.52861,2.00000,12.01340,5.88225
E01004192,3.14772,1b,9.97996,0.00000
E01004193,1.71941,1a,5.75951,0.00000
E01004194,3.73655,1b,7.96814,1.54301
E01004195,9.10362,2.00000,12.20470,2.01979
E01004196,5.46255,2.00000,9.22823,0.00000
E01004197,29.89340,6a,41.45440,15.98010
E01004198,33.55440,6a,40.91200,27.85730
E01004199,32.20570,6a,36.96440,17.90390
E01004200,26.55260,6a,30.78710,18.05600
E01004201,19.28000,4.00000,30.26450,8.45774
E01004202,21.44440,5.00000,34.26050,11.92200
E01004203,34.52560,6a,43.66530,22.41440
E01004204,21.08490,5.00000,28.58580,8.61042
E01004205,28.12300,6a,38.04840,17.59300
E01004206,38.95770,6a,40.26260,35.17240
E01004207,25.67460,6a,34.57760,16.95270
E01004208,35.63490,6a,44.67590,21.01330
E01004209,40.54050,6b,48.20830,26.67740
E01004211,32.35150,6a,42.33400,10.73780
E01004212,38.78470,6a,43.32280,31.91870
E01004214,9.50465,2.00000,11.38830,8.47362
E01004215,14.21620,3.00000,22.05570,6.15285
E01004216,7.79228,2.00000,10.09730,4.76536
E01004217,11.72230,3.00000,21.33000,4.31023
E01004218,9.59182,2.00000,11.47880,7.05348
E01004219,19.20560,4.00000,23.30700,10.42420
E01004221,13.46320,3.00000,17.97280,9.62148
E01004222,6.98327,2.00000,8.91319,5.14352
E01004223,5.92212,2.00000,15.14080,0.00000
E01004224,8.30931,2.00000,17.77380,1.89163
E01004225,20.79240,5.00000,28.65370,4.14515
E01004226,10.40380,3.00000,22.23200,4.38468
E01004228,17.14800,4.00000,29.25170,3.77116
E01004229,29.33540,6a,34.57780,25.29020
E01004230,27.55190,6a,35.51720,8.93571
E01004231,29.30280,6a,41.07290,18.17770
E01004232,32.04170,6a,42.92350,1.86382
E01004233,6.28465,2.00000,8.71187,4.49524
E01004234,7.25082,2.00000,27.66860,2.05146
E01004235,25.72600,6a,27.34920,23.57210
E01004236,21.99100,5.00000,25.97360,13.95450
E01004237,18.50010,4.00000,29.13220,2.46243
E01004238,17.75360,4.00000,27.54350,12.13600
E01004239,16.99090,4.00000,19.90140,13.59840
E01004240,8.62880,2.00000,17.26590,2.62778
E01004241,8.70052,2.00000,14.39980,5.96753
E01004242,10.25950,3.00000,16.28180,5.98995
E01004243,7.29609,2.00000,18.20950,2.80187
E01004244,13.07460,3.00000,16.81880,11.23230
E01004245,7.16725,2.00000,16.98570,1.94415
E01004246,12.07280,3.00000,16.38320,8.03480
E01004247,19.09530,4.00000,23.46860,14.54640
E01004248,13.89500,3.00000,16.03010,10.13770
E01004249,7.31393,2.00000,14.05640,2.32949
E01004250,8.37663,2.00000,11.40260,6.71935
E01004251,23.52410,5.00000,26.68400,18.92580
E01004252,16.73940,4.00000,33.82960,2.15934
E01004253,13.75730,3.00000,22.55400,5.36641
E01004254,20.17350,5.00000,28.66890,10.76650
E01004255,27.82100,6a,34.66190,22.93410
E01004256,13.93440,3.00000,22.79330,7.38410
E01004257,15.24770,4.00000,21.88240,10.20280
E01004258,18.48020,4.00000,25.05870,12.21360
E01004259,31.99580,6a,41.83040,21.56540
E01004260,21.78340,5.00000,28.96270,10.85290
E01004261,28.59300,6a,36.38090,21.38950
E01004262,16.97310,4.00000,27.81860,6.23871
E01004263,19.86370,4.00000,28.23610,15.14230
E01004264,23.07440,5.00000,26.29990,14.18620
E01004266,22.37150,5.00000,28.99940,9.99454
E01004267,21.32830,5.00000,38.76320,4.69430
E01004268,24.21330,5.00000,31.36040,7.18761
E01004269,31.72440,6a,45.70740,11.41820
E01004270,23.27130,5.00000,41.74940,2.22445
E01004271,14.96480,3.00000,26.68560,5.90871
E01004272,10.45170,3.00000,11.95900,7.08795
E01004273,12.75810,3.00000,26.13640,6.91389
E01004274,8.98745,2.00000,11.04170,5.42069
E01004275,10.86070,3.00000,14.51790,5.36192
E01004276,10.59700,3.00000,13.67040,8.94121
E01004277,21.61960,5.00000,34.04710,12.50200
E01004280,7.43067,2.00000,9.19015,5.64348
E01004281,9.99369,2.00000,14.05640,6.90627
E01004283,17.32300,4.00000,24.04950,6.69683
E01004284,18.54360,4.00000,26.48830,7.34492
E01004285,18.34070,4.00000,23.77120,10.02930
E01004286,25.17160,6a,32.67480,19.95760
E01004287,22.67120,5.00000,28.87110,17.01710
E01004288,24.27150,5.00000,27.97060,17.70350
E01004289,19.89050,4.00000,22.70780,17.70410
E01004290,22.42360,5.00000,38.94340,16.09290
E01004291,14.10090,3.00000,18.47210,11.99950
E01004292,11.65720,3.00000,17.43790,8.74169
E01004293,22.52790,5.00000,67.70970,3.39655
E01004294,28.04760,6a,49.56250,5.21046
E01004295,19.11910,4.00000,26.75620,5.93404
E01004296,18.80660,4.00000,23.87990,16.11060
E01004297,18.19560,4.00000,22.34950,14.40860
E01004298,27.74150,6a,31.76400,20.49090
E01004300,26.02740,6a,29.18980,22.77510
E01004301,27.03380,6a,35.59450,20.47420
E01004302,32.69740,6a,37.48920,28.33280
E01004303,21.22810,5.00000,27.03180,9.71259
E01004304,26.51550,6a,33.65720,21.52590
E01004305,24.82170,5.00000,28.72020,15.58490
E01004306,46.85540,6b,74.01780,13.33210
E01004307,76.63300,6b,105.29900,27.78830
E01004308,17.99880,4.00000,26.75300,4.85015
E01004309,38.81140,6a,93.43950,19.50030
E01004310,91.22150,6b,100.50500,66.27440
E01004311,25.88510,6a,41.84350,18.97580
E01004312,15.06090,4.00000,19.13930,12.20880
E01004313,23.71380,5.00000,33.71060,9.00882
E01004314,15.03170,4.00000,20.19700,8.62288
E01004315,26.86410,6a,41.89510,13.00520
E01004316,40.08470,6b,79.50280,25.62060
E01004317,26.38750,6a,76.03910,11.76050
E01004318,17.29670,4.00000,24.11580,12.63950
E01004319,27.42370,6a,42.54310,21.68580
E01004321,31.50020,6a,35.85870,28.35540
E01004322,35.30890,6a,44.64170,26.78780
E01004323,31.39550,6a,36.31790,24.67310
E01004324,22.29610,5.00000,25.02630,18.89730
E01004325,41.32710,6b,87.20980,23.97300
E01004326,29.31820,6a,32.96800,24.67360
E01004327,6.34881,2.00000,8.93492,2.31590
E01004328,9.28759,2.00000,11.63100,6.79953
E01004329,4.81106,1b,6.62319,4.22481
E01004330,6.35237,2.00000,8.27210,4.68990
E01004331,7.28664,2.00000,10.23020,3.98730
E01004332,9.08841,2.00000,13.51100,3.05441
E01004333,15.03560,4.00000,27.26280,5.56522
E01004334,10.69360,3.00000,20.59630,7.05900
E01004335,12.17120,3.00000,17.12190,5.74133
E01004336,24.43880,5.00000,31.11750,16.56050
E01004337,19.55160,4.00000,28.11300,9.32737
E01004338,22.34950,5.00000,25.37180,18.38270
E01004339,18.58770,4.00000,22.40920,7.53212
E01004340,17.62360,4.00000,24.60800,2.76372
E01004341,10.52350,3.00000,20.12330,7.39757
E01004342,6.83652,2.00000,11.84580,0.00000
E01004343,6.11766,2.00000,9.70332,3.33311
E01004344,6.04218,2.00000,12.74420,0.00000
E01004345,5.84532,2.00000,8.59100,3.76817
E01004346,7.44110,2.00000,11.27460,3.70283
E01004347,6.88917,2.00000,12.93320,2.20901
E01004348,7.85289,2.00000,11.48330,5.28880
E01004349,2.60566,1b,4.43492,0.00000
E01004350,4.14689,1b,5.88441,1.99326
E01004351,4.51648,1b,14.32130,1.84927
E01004352,5.24564,2.00000,18.07280,0.00000
E01004353,6.12753,2.00000,13.78170,0.00000
E01004354,12.48940,3.00000,17.77520,4.61885
E01004355,3.71726,1b,5.95721,1.34354
E01004356,2.90950,1b,6.47925,0.00000
E01004357,4.82650,1b,9.62097,3.45292
E01004358,6.90069,2.00000,14.12460,3.19450
E01004359,8.08440,2.00000,14.36600,2.60975
E01004360,4.52015,1b,7.55539,2.77362
E01004361,3.55343,1b,5.92865,0.00000
E01004362,7.01280,2.00000,19.47090,0.00000
E01004363,12.96900,3.00000,21.25780,6.99834
E01004364,16.09090,4.00000,24.19990,3.73615
E01004365,23.60920,5.00000,32.10340,18.49370
E01004366,8.71114,2.00000,20.68750,0.00000
E01004367,15.63190,4.00000,20.53390,10.26500
E01004368,13.33000,3.00000,22.49510,8.87737
E01004369,9.78475,2.00000,12.70330,5.88709
E01004370,9.52782,2.00000,19.92070,2.40548
E01004371,19.50270,4.00000,23.45970,14.20230
E01004372,8.72288,2.00000,18.25520,0.00000
E01004373,17.73630,4.00000,24.11450,8.85029
E01004374,19.72980,4.00000,24.73220,14.96870
E01004375,20.07610,5.00000,27.69370,5.46257
E01004376,24.77340,5.00000,28.06870,21.70720
E01004377,3.08518,1b,5.85101,0.00000
E01004378,6.17796,2.00000,10.49760,3.62074
E01004379,8.17743,2.00000,10.38640,0.00000
E01004380,2.82789,1b,9.73841,0.00000
E01004381,8.76649,2.00000,12.08070,5.28007
E01004382,5.87665,2.00000,9.41604,2.77881
E01004383,6.11087,2.00000,8.66028,2.00473
E01004384,5.84033,2.00000,8.43249,2.53883
E01004385,3.25700,1b,7.43289,0.00000
E01004386,4.42532,1b,8.33745,1.89821
E01004387,3.75753,1b,8.41917,0.00000
E01004388,6.77360,2.00000,11.10940,0.00000
E01004389,4.88080,1b,9.96543,0.00000
E01004390,3.63477,1b,7.00766,0.00000
E01004391,10.31300,3.00000,21.24280,0.00000
E01004392,18.78840,4.00000,32.92010,10.06800
E01004393,15.19500,4.00000,18.29590,12.00830
E01004394,14.75730,3.00000,21.78790,7.32855
E01004395,1.08716,1a,8.30775,0.00000
E01004396,14.32060,3.00000,17.92290,10.83410
E01004397,28.86130,6a,44.57120,16.42260
E01004398,4.36378,1b,8.00107,0.00000
E01004399,2.59091,1b,7.38801,0.00000
E01004400,5.89225,2.00000,7.92126,2.54999
E01004401,6.75099,2.00000,20.48770,0.00000
E01004402,3.67880,1b,6.96334,2.37476
E01004403,5.86788,2.00000,12.15840,0.00000
