LSOA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E01001101,1.46314,1a,5.56627,0.00000
E01001102,3.41913,1b,4.79737,0.00000
E01001103,2.02801,1a,3.70070,0.00000
E01001104,1.96121,1a,6.62808,0.00000
E01001105,1.46731,1a,3.55888,0.00000
E01001106,2.00879,1a,3.32373,0.00000
E01001107,2.94006,1b,10.07270,0.00000
E01001108,2.22322,1a,5.76583,0.00000
E01001109,8.95654,2.00000,19.05940,0.00000
E01001110,28.31250,6a,48.85090,7.12873
E01001111,16.97470,4.00000,24.53240,8.92611
E01001112,10.65050,3.00000,24.02470,2.79307
E01001113,15.58070,4.00000,17.68610,12.75810
E01001114,14.35060,3.00000,19.95530,5.62243
E01001115,7.95014,2.00000,27.88330,2.39289
E01001116,13.87830,3.00000,18.54060,4.88075
E01001117,14.60370,3.00000,29.37280,2.83879
E01001118,14.70160,3.00000,24.73550,0.00000
E01001119,2.81466,1b,4.71541,0.00000
E01001120,4.18145,1b,7.07207,2.22835
E01001121,1.18399,1a,6.93546,0.00000
E01001122,3.56812,1b,9.61651,0.00000
E01001123,2.10248,1a,6.17384,0.00000
E01001124,2.58412,1b,6.79643,0.00000
E01001125,6.19633,2.00000,8.24891,4.22208
E01001126,3.31546,1b,5.29228,2.48733
E01001127,3.62671,1b,5.67947,0.00000
E01001128,3.93676,1b,5.12548,2.09843
E01001129,3.70236,1b,5.41818,2.24688
E01001130,3.31092,1b,5.18508,0.00000
E01001131,1.02423,1a,2.91170,0.00000
E01001132,3.00865,1b,9.04798,1.51829
E01001133,5.21562,2.00000,8.19838,1.60290
E01001134,4.09490,1b,10.45180,1.67132
E01001135,5.39222,2.00000,7.61453,0.00000
E01001136,20.63910,5.00000,30.15950,11.39240
E01001137,7.33650,2.00000,17.39090,2.21627
E01001138,8.52880,2.00000,17.16650,2.92612
E01001139,12.23280,3.00000,19.45750,5.04215
E01001140,5.83809,2.00000,10.70910,2.19649
E01001141,8.06069,2.00000,19.71600,2.13784
E01001142,11.51290,3.00000,22.67670,2.15626
E01001143,10.65160,3.00000,20.20700,1.82636
E01001144,19.09960,4.00000,22.13110,14.99330
E01001145,20.68410,5.00000,23.26830,15.00790
E01001146,4.45021,1b,10.40660,2.12551
E01001147,5.38933,2.00000,13.49270,3.28850
E01001148,3.73534,1b,7.46679,2.63118
E01001149,3.95590,1b,10.13330,0.00000
E01001150,5.49120,2.00000,10.51870,0.00000
E01001151,11.52440,3.00000,15.19000,3.59749
E01001152,14.21790,3.00000,18.11170,4.39143
E01001153,12.72510,3.00000,15.84310,6.39051
E01001154,16.37670,4.00000,21.01330,8.83434
E01001155,18.31580,4.00000,22.14870,14.47910
E01001156,7.79475,2.00000,11.33840,2.52733
E01001157,4.17033,1b,7.29973,0.00000
E01001158,6.97896,2.00000,11.62140,2.72384
E01001159,6.86094,2.00000,12.12930,0.00000
E01001160,3.79930,1b,5.40588,2.04049
E01001161,4.91127,1b,10.64480,2.03438
E01001162,9.15466,2.00000,15.26500,4.99973
E01001163,8.41110,2.00000,10.36680,3.87815
E01001164,18.02350,4.00000,32.07250,7.91050
E01001165,16.83470,4.00000,20.43670,13.52010
E01001166,21.47000,5.00000,28.88540,8.86167
E01001167,10.65640,3.00000,17.13270,0.00000
E01001168,13.61220,3.00000,19.96890,8.47643
E01001169,6.67047,2.00000,13.21990,3.18691
E01001170,18.51770,4.00000,26.38740,5.42035
E01001171,11.02950,3.00000,20.72770,2.03540
E01001172,5.20042,2.00000,14.64350,0.00000
E01001173,3.92644,1b,11.85190,0.00000
E01001174,3.57748,1b,9.29321,0.00000
E01001175,12.11090,3.00000,19.15170,9.40629
E01001176,7.88190,2.00000,12.91340,1.71465
E01001177,5.57449,2.00000,9.18278,1.74088
E01001178,11.30360,3.00000,15.83850,8.60154
E01001179,6.14915,2.00000,10.93770,2.17324
E01001180,8.17941,2.00000,12.63540,3.39240
E01001181,11.94050,3.00000,15.27210,9.72923
E01001182,5.69905,2.00000,8.17559,4.51163
E01001183,9.61681,2.00000,13.20080,4.11433
E01001184,4.81027,1b,8.65012,0.00000
E01001185,14.22530,3.00000,19.13640,9.54145
E01001186,10.35140,3.00000,17.46880,3.07102
E01001187,5.57256,2.00000,12.45160,2.08558
E01001188,16.65180,4.00000,22.74810,12.03480
E01001189,12.90910,3.00000,14.66930,11.02090
E01001190,8.52501,2.00000,18.35930,0.00000
E01001191,20.27940,5.00000,24.25740,15.68750
E01001192,13.67090,3.00000,22.61920,0.00000
E01001193,5.90949,2.00000,15.64520,0.00000
E01001194,9.51461,2.00000,21.09120,0.00000
E01001195,8.06875,2.00000,18.20700,2.40507
E01001196,11.84360,3.00000,22.37930,4.92560
E01001197,7.27699,2.00000,13.78560,3.46834
E01001198,6.10720,2.00000,7.08095,5.23520
E01001199,7.80866,2.00000,14.06070,4.89955
E01001200,4.75259,1b,9.94860,0.00000
E01001201,5.55384,2.00000,9.86171,2.47747
E01001202,15.49070,4.00000,25.35750,10.73090
E01001203,11.53730,3.00000,13.59350,10.00260
E01001204,9.82003,2.00000,13.51270,5.20942
E01001205,7.12506,2.00000,12.07500,5.22594
E01001206,5.11688,2.00000,9.58500,0.00000
E01001207,11.15940,3.00000,19.69100,7.86716
E01001208,8.15917,2.00000,14.41050,0.00000
E01001209,4.40132,1b,6.19049,2.64308
E01001210,9.25472,2.00000,12.29200,4.39398
E01001211,6.77418,2.00000,9.42696,4.92660
E01001212,8.41055,2.00000,14.27360,3.35889
E01001213,12.40240,3.00000,17.13530,6.52005
E01001214,8.05694,2.00000,11.66190,4.19561
E01001215,17.60730,4.00000,25.19920,13.47750
E01001216,10.87940,3.00000,14.44750,8.84051
E01001217,4.49055,1b,6.42340,2.20319
E01001218,4.88780,1b,8.59356,0.00000
E01001219,5.44864,2.00000,7.51472,2.45464
E01001220,7.48066,2.00000,15.51860,0.00000
E01001221,31.60110,6a,49.47960,0.00000
E01001222,19.68760,4.00000,30.16460,9.96838
E01001223,14.32540,3.00000,32.83810,0.00000
E01001224,8.95784,2.00000,11.66900,4.46789
E01001225,32.11590,6a,47.34190,8.30955
E01001226,16.68270,4.00000,34.83260,3.74390
E01001227,9.71054,2.00000,27.49360,3.49843
E01001228,24.17830,5.00000,35.77860,8.35221
E01001229,7.69599,2.00000,11.52400,0.00000
E01001230,8.20796,2.00000,27.43450,3.09132
E01001231,13.37630,3.00000,22.40100,3.73593
E01001232,3.38281,1b,12.07300,1.55986
E01001233,12.02560,3.00000,17.42700,7.15193
E01001234,16.00270,4.00000,29.75860,1.86270
E01001235,28.25440,6a,44.20800,7.36057
E01001236,14.16720,3.00000,28.97810,3.31448
E01001237,4.95710,1b,24.40440,0.00000
E01001238,18.52420,4.00000,26.56550,2.08502
E01001239,14.98320,3.00000,23.58410,0.00000
E01001240,21.58770,5.00000,29.04240,16.03930
E01001241,9.75545,2.00000,21.97410,0.00000
E01001242,3.50465,1b,7.31881,2.10809
E01001243,13.37930,3.00000,26.68000,3.17366
E01001244,10.78630,3.00000,17.39250,2.95134
E01001245,10.95490,3.00000,12.80340,7.56344
E01001246,12.85490,3.00000,25.85800,0.00000
E01001247,10.36160,3.00000,23.47690,1.76929
E01001248,4.91454,1b,12.47180,0.00000
E01001249,18.74420,4.00000,24.74110,3.15355
E01001250,13.16690,3.00000,18.92610,6.36900
E01001251,14.27900,3.00000,22.64790,4.58024
E01001252,14.89050,3.00000,19.75890,10.46480
E01001253,5.60893,2.00000,10.63190,3.23390
E01001254,8.62924,2.00000,19.03840,0.00000
E01001255,7.70175,2.00000,17.10430,3.46443
E01001257,7.04540,2.00000,12.31120,0.00000
E01001258,10.08570,3.00000,13.09120,2.41049
E01001259,11.96150,3.00000,20.77690,0.00000
E01001260,13.74730,3.00000,24.20740,6.04592
E01001261,16.08150,4.00000,25.29250,0.00000
E01001262,5.98263,2.00000,15.12940,0.00000
E01001263,3.78341,1b,8.85175,0.00000
E01001264,3.27381,1b,10.35450,0.00000
E01001265,2.13603,1a,7.77036,0.00000
E01001266,9.70967,2.00000,16.68400,0.00000
E01001267,8.61345,2.00000,16.27260,0.00000
E01001268,4.44543,1b,17.17880,0.00000
E01001269,8.36389,2.00000,14.23020,2.98234
E01001270,3.36559,1b,10.21190,0.00000
E01001271,6.96610,2.00000,14.84070,1.67326
E01001272,14.68290,3.00000,20.25930,6.80142
E01001273,9.99397,2.00000,19.38690,4.10100
E01001274,8.73261,2.00000,13.62180,4.00602
E01001275,18.89540,4.00000,41.47030,0.00000
E01001276,6.17392,2.00000,14.35780,0.00000
E01001277,12.70760,3.00000,21.88230,0.00000
E01001278,17.06250,4.00000,22.19140,12.64840
E01001279,6.53397,2.00000,11.41100,2.33989
E01001280,8.94619,2.00000,19.53220,0.00000
E01001281,5.89419,2.00000,20.54270,0.00000
E01001282,8.62820,2.00000,14.44220,4.05780
E01001283,12.95750,3.00000,17.44160,5.00685
E01001284,7.34406,2.00000,19.42540,1.84645
E01001285,7.67392,2.00000,15.40140,3.35980
E01001286,6.75251,2.00000,9.12443,5.26558
E01001287,5.17745,2.00000,8.51090,2.15006
E01001288,8.26332,2.00000,12.31590,5.31190
E01001289,8.68520,2.00000,10.16670,6.88987
E01001290,5.79316,2.00000,16.99040,0.00000
E01001291,8.70156,2.00000,10.92230,5.30010
E01001292,7.31996,2.00000,15.44870,0.00000
E01001293,5.52276,2.00000,9.83443,4.20173
E01001294,5.55236,2.00000,11.08590,2.20042
E01001295,5.83494,2.00000,8.02835,4.52068
E01001296,6.06176,2.00000,7.20291,3.64699
E01001297,5.43935,2.00000,11.49880,0.00000
E01001298,7.63031,2.00000,11.91870,4.74743
E01001299,9.20010,2.00000,12.68360,4.64486
E01001300,13.24090,3.00000,15.64230,10.94940
E01001301,8.74339,2.00000,15.58270,0.00000
E01001302,11.12810,3.00000,18.02070,4.47644
E01001303,12.41750,3.00000,14.08290,9.86381
E01001304,9.87991,2.00000,12.89360,4.42081
E01001305,7.02562,2.00000,9.71175,3.84724
E01001306,9.20336,2.00000,11.29930,4.43901
E01001307,2.71695,1b,12.47670,0.00000
E01001308,4.37092,1b,17.40480,0.00000
E01001309,4.05564,1b,10.72740,1.33103
E01001310,6.85308,2.00000,9.96850,3.31655
E01001311,6.10874,2.00000,14.81580,1.41475
E01001312,11.92730,3.00000,15.23650,2.97155
E01001313,7.06644,2.00000,12.13570,3.26523
E01001314,4.14117,1b,12.07960,0.00000
E01001315,7.79520,2.00000,14.21100,0.00000
E01001316,9.92037,2.00000,17.92510,3.42468
E01001317,6.90337,2.00000,14.31720,2.14905
E01001318,10.73240,3.00000,17.90910,1.44132
E01001319,10.53600,3.00000,16.38810,0.00000
E01001320,1.14032,1a,7.32108,0.00000
E01001321,7.94910,2.00000,16.31490,0.00000
E01001322,10.02030,3.00000,21.18500,0.00000
E01001323,14.41460,3.00000,20.58580,2.57207
E01001324,6.31855,2.00000,12.12870,0.00000
E01001325,1.69830,1a,5.94014,0.00000
E01001326,1.36230,1a,9.25332,0.00000
E01001327,6.89460,2.00000,12.06160,0.00000
E01001328,6.96882,2.00000,13.42020,0.00000
E01001329,4.09514,1b,9.26883,0.00000
E01001330,6.55277,2.00000,13.40520,0.00000
E01001331,6.28616,2.00000,9.74238,0.00000
E01001332,7.33593,2.00000,10.25160,2.85605
E01001333,11.52610,3.00000,16.67400,2.51739
E01001334,4.94345,1b,12.93560,2.23895
E01001335,1.55448,1a,4.25014,0.00000
E01001336,3.76878,1b,5.70863,0.00000
E01001337,3.47932,1b,18.37120,0.00000
E01001338,5.79925,2.00000,16.88420,0.00000
E01001339,2.07790,1a,10.92370,0.00000
E01001340,4.40091,1b,10.08110,0.00000
E01001341,3.12931,1b,7.55837,0.00000
E01001342,4.06420,1b,13.31830,2.06496
E01001343,4.17243,1b,8.93004,2.11132
E01001344,9.27271,2.00000,14.06200,0.00000
E01001345,4.40317,1b,11.71490,0.00000
E01001346,7.01963,2.00000,11.93880,1.78667
E01001347,4.07255,1b,13.78660,0.00000
E01001348,10.92360,3.00000,14.24950,3.38415
E01001349,8.29634,2.00000,17.35640,0.00000
E01001350,11.73250,3.00000,18.53290,3.18390
E01001351,19.59280,4.00000,29.03180,10.32870
E01001352,18.86300,4.00000,23.25850,14.65520
E01001353,18.20150,4.00000,26.71120,13.08300
E01001354,20.06630,5.00000,26.91910,6.13202
E01001355,14.02720,3.00000,18.08830,10.55540
E01001356,16.50290,4.00000,20.08630,0.00000
E01001357,10.01010,3.00000,21.00880,2.56539
E01001358,13.32120,3.00000,21.15340,0.00000
E01001359,8.32297,2.00000,15.31450,5.49240
E01001360,15.37540,4.00000,22.51090,0.00000
E01001361,15.90700,4.00000,24.93010,0.00000
E01001362,11.76760,3.00000,23.13190,0.00000
E01001363,6.80424,2.00000,10.45300,0.00000
E01001364,4.90491,1b,12.53940,0.00000
E01001365,1.96248,1a,10.03670,0.00000
E01001366,5.22467,2.00000,7.27178,0.00000
E01001367,14.32030,3.00000,18.85030,6.63737
E01001368,6.58663,2.00000,10.17880,0.00000
E01001369,10.49960,3.00000,16.41030,3.83237
E01001370,4.14536,1b,10.11130,0.00000
E01001371,6.87915,2.00000,11.07400,0.00000
E01001372,7.11601,2.00000,9.53850,0.00000
E01001373,9.24759,2.00000,14.90510,2.35278
E01001374,7.19784,2.00000,11.23570,5.65232
E01001375,7.88778,2.00000,12.79850,3.51651
E01001376,6.40356,2.00000,11.95900,3.15960
E01001377,13.33740,3.00000,19.54750,9.76768
E01001379,8.07519,2.00000,11.06200,2.89519
E01001380,12.29460,3.00000,22.32310,5.41389
E01001381,9.90140,2.00000,13.66360,6.42447
E01001382,9.00221,2.00000,14.57200,4.09123
E01001383,8.34792,2.00000,13.85350,3.62180
E01001384,11.57070,3.00000,18.43010,8.41342
E01001385,11.08120,3.00000,13.55970,8.05809
E01001386,10.21360,3.00000,26.78760,0.00000
E01001387,16.67740,4.00000,37.62760,2.71500
E01001388,19.71490,4.00000,27.39080,13.70590
E01001389,15.53690,4.00000,22.80180,10.07440
E01001390,22.05230,5.00000,26.11370,18.08540
E01001391,11.92680,3.00000,17.87870,3.69257
E01001392,15.62390,4.00000,22.65650,3.25436
E01001393,15.78850,4.00000,24.76850,3.82857
E01001394,11.47050,3.00000,18.16750,5.31754
E01001395,2.87649,1b,9.08966,0.00000
E01001396,11.90940,3.00000,18.47860,7.67487
E01001397,7.44980,2.00000,15.17820,2.53066
E01001398,8.65624,2.00000,10.62950,6.09255
E01001399,7.35201,2.00000,9.16281,5.38874
E01001400,7.77059,2.00000,12.05240,5.37453
E01001401,8.21050,2.00000,10.08490,5.76825
E01001402,6.76976,2.00000,10.97580,3.44268
E01001403,5.44121,2.00000,8.83049,0.00000
E01001404,1.38797,1a,7.13601,0.00000
E01001405,8.73940,2.00000,17.12350,5.84614
E01001406,8.22871,2.00000,10.89510,6.19303
E01001407,1.17166,1a,4.34149,0.00000
E01001408,9.04163,2.00000,12.23210,3.70582
E01001409,3.28459,1b,5.66828,0.00000
E01001410,1.52191,1a,4.41946,0.00000
E01001411,5.30008,2.00000,11.22400,3.65864
E01001412,0.56704,1a,4.70590,0.00000
E01001413,2.48798,1a,8.34031,0.00000
E01001414,3.94336,1b,11.40480,0.00000
E01001415,7.82283,2.00000,16.45230,0.00000
E01001416,6.84386,2.00000,14.72530,1.33551
E01001417,0.98258,1a,10.76160,0.00000
E01001418,9.09324,2.00000,14.88880,0.00000
E01001419,11.70990,3.00000,19.83780,2.19080
E01001420,4.87497,1b,11.24050,1.79095
E01001421,6.27626,2.00000,14.15160,1.74636
E01001422,1.58118,1a,3.96012,0.00000
E01001423,12.88010,3.00000,23.92690,2.67926
E01001424,21.25730,5.00000,23.02350,18.71250
E01001425,17.23700,4.00000,27.22840,2.05717
E01001426,7.94062,2.00000,19.27690,0.00000
E01001427,2.87703,1b,9.40395,0.00000
E01001428,8.04777,2.00000,17.79730,2.28914
E01001429,22.62820,5.00000,33.96700,2.23414
E01001430,19.34860,4.00000,26.78180,0.00000
E01001431,6.33529,2.00000,16.02450,0.00000
E01001432,14.75280,3.00000,29.33130,3.76340
E01001433,5.31403,2.00000,8.46890,2.24113
E01001434,3.48845,1b,7.29663,2.04829
E01001435,5.15217,2.00000,7.45021,0.00000
E01001436,4.71077,1b,8.66616,0.00000
E01001437,1.97324,1a,9.24589,0.00000
E01001438,7.03900,2.00000,10.14540,2.59572
E01001439,7.97897,2.00000,9.91387,5.82834
E01001440,7.76851,2.00000,15.98030,0.00000
E01001441,5.27178,2.00000,8.80443,2.71758
E01001442,8.96896,2.00000,13.07670,5.07788
E01001444,6.07616,2.00000,12.02040,0.00000
E01001445,3.27794,1b,9.06477,0.00000
E01001446,7.56173,2.00000,12.67180,4.90066
E01001447,6.99831,2.00000,9.11229,3.21010
E01001448,7.98339,2.00000,9.62650,6.26256
E01001449,7.15805,2.00000,9.27433,1.74842
E01001450,16.39380,4.00000,29.46660,4.56922
E01001451,8.44367,2.00000,26.40310,0.00000
E01001452,3.50152,1b,8.73793,0.00000
E01001453,5.34408,2.00000,8.61512,0.00000
E01001454,7.68840,2.00000,9.55953,5.45250
E01001455,5.50234,2.00000,9.88890,3.71030
E01001456,8.25406,2.00000,11.35930,6.22461
E01001457,14.28640,3.00000,25.61540,0.00000
E01001458,10.52780,3.00000,14.99460,5.70561
E01001459,5.01113,2.00000,8.80164,0.00000
E01001460,17.66890,4.00000,26.04000,8.03961
E01001461,5.73127,2.00000,11.32220,0.00000
E01001462,8.25871,2.00000,17.85830,2.22575
E01001463,5.47216,2.00000,8.53138,4.11343
E01001464,4.29331,1b,8.66908,2.55466
E01001465,6.53176,2.00000,12.74860,0.00000
E01001466,9.78184,2.00000,11.79190,6.06430
E01001467,8.58540,2.00000,12.92800,6.76243
E01001468,4.64574,1b,11.94720,0.00000
E01001469,8.29827,2.00000,11.99170,1.57884
E01001470,2.17007,1a,11.76280,0.00000
E01001471,4.38700,1b,10.41410,0.00000
E01001472,10.93560,3.00000,21.64550,5.97667
E01001473,3.26282,1b,10.41140,0.00000
E01001474,7.25554,2.00000,14.53640,1.75575
E01001475,5.90111,2.00000,13.38240,1.49001
E01001476,7.52983,2.00000,9.69391,5.61338
E01001477,2.05333,1a,10.74690,0.00000
E01001478,3.89408,1b,8.13706,0.00000
E01001479,6.58050,2.00000,12.72160,3.39861
E01001480,4.34252,1b,7.05853,0.00000
E01001481,3.89618,1b,7.40524,2.29270
E01001482,4.53853,1b,8.40836,0.00000
E01001483,1.31260,1a,4.70653,0.00000
E01001484,4.78858,1b,8.03451,2.55230
E01001485,20.34160,5.00000,29.39170,12.51000
E01001486,5.79745,2.00000,13.56200,0.00000
E01001487,11.70770,3.00000,16.92690,6.14772
E01001488,10.00510,3.00000,19.37470,4.09045
E01001489,7.01077,2.00000,16.04960,3.66506
E01001491,17.53290,4.00000,25.69040,13.29330
E01001492,8.64801,2.00000,14.62320,5.40335
E01001493,3.66313,1b,7.69533,0.00000
E01001494,3.24991,1b,8.05854,2.01667
E01001495,8.26542,2.00000,13.15650,4.38809
E01001496,2.86578,1b,4.92462,0.00000
E01001497,2.73820,1b,9.17494,0.00000
E01001498,11.00770,3.00000,13.18200,7.88764
E01001499,5.50600,2.00000,14.21910,0.00000
E01001500,6.56153,2.00000,13.66490,0.00000
E01001501,12.51090,3.00000,18.75850,3.32669
E01001502,6.39368,2.00000,12.27760,0.00000
E01001503,7.15000,2.00000,10.07140,2.38461
E01001504,6.69240,2.00000,14.41420,0.00000
E01001505,13.43370,3.00000,18.64610,0.00000
E01001506,3.20376,1b,8.39328,0.00000
E01001507,13.13400,3.00000,18.82110,7.00747
E01001508,10.60910,3.00000,14.20240,6.27647
E01001509,8.03187,2.00000,14.37410,5.20071
E01001510,6.11118,2.00000,8.29772,4.33776
E01001511,9.96331,2.00000,18.75230,3.42386
E01001512,14.49020,3.00000,23.06350,7.16087
E01001513,7.43327,2.00000,16.06780,0.00000
E01001514,5.78446,2.00000,9.40169,2.86181
E01001515,8.15854,2.00000,14.30250,2.57566
E01001516,3.86339,1b,6.55741,0.00000
E01001517,5.99545,2.00000,9.62686,2.34919
E01001518,8.49619,2.00000,17.82910,0.00000
E01001519,16.75710,4.00000,26.84420,5.96359
E01001520,11.83670,3.00000,17.92410,5.73641
E01001521,11.23380,3.00000,21.15550,0.00000
E01001522,3.44205,1b,5.19969,2.24293
E01001523,2.54461,1b,7.35048,0.00000
E01001524,8.07689,2.00000,15.00630,2.06361
E01001525,8.66593,2.00000,13.65300,3.46145
E01001526,3.27332,1b,8.88667,0.00000
E01001527,8.82121,2.00000,18.01450,2.13474
E01001528,17.63540,4.00000,23.69780,3.49330
E01001529,23.49610,5.00000,27.52870,20.31500
E01001530,16.40960,4.00000,23.44650,0.00000
E01001531,5.25570,2.00000,11.44480,1.88941
E01001532,6.98344,2.00000,14.16000,2.55425
E01001533,5.02745,2.00000,7.39574,0.00000
E01001534,15.54920,4.00000,31.20840,3.14791
E01001535,12.47350,3.00000,25.76300,1.82432
E01001536,16.24060,4.00000,26.01130,3.74283
E01001537,3.08794,1b,4.58371,2.00948
E01001538,2.47806,1a,5.08152,0.00000
E01001539,3.62389,1b,5.60156,0.00000
E01001540,10.06450,3.00000,12.27490,4.05411
E01001541,7.14989,2.00000,11.29440,3.66867
E01001542,6.09526,2.00000,8.53838,2.22765
E01001543,3.31608,1b,12.78760,0.00000
E01001544,13.13700,3.00000,21.26120,2.48456
E01001545,3.99603,1b,6.86942,1.39850
E01001546,4.36887,1b,7.88971,0.00000
E01001547,7.18474,2.00000,11.85980,3.38001
E01001548,5.88398,2.00000,8.19462,2.63574
E01001549,4.96912,1b,8.30510,0.00000
E01001550,4.12527,1b,7.98885,0.00000
E01001551,3.83370,1b,7.67950,0.00000
E01001552,7.18376,2.00000,13.40500,3.85430
E01001553,6.27548,2.00000,10.49500,0.00000
E01001554,14.82020,3.00000,22.25940,7.65934
E01001555,16.82330,4.00000,24.32060,7.45604
E01001556,5.51978,2.00000,11.74080,0.00000
E01001557,4.19238,1b,10.81640,0.00000
E01001558,19.99230,4.00000,25.15920,12.63570
E01001559,4.19771,1b,21.21920,0.00000
E01001560,8.10062,2.00000,15.63660,0.00000
E01001562,6.18583,2.00000,10.14060,2.41582
E01001563,7.85202,2.00000,13.12170,4.10054
E01001564,8.09673,2.00000,11.66560,3.31969
E01001565,6.13872,2.00000,11.19460,2.24736
E01001566,10.67420,3.00000,12.00850,8.97315
E01001567,7.63737,2.00000,9.57824,3.81743
E01001568,4.31206,1b,8.65431,0.00000
E01001569,9.19083,2.00000,11.28030,6.33988
E01001570,4.11679,1b,10.89640,0.00000
E01001571,7.74002,2.00000,14.66830,3.83929
E01001572,12.94670,3.00000,16.82090,3.19478
E01001573,8.06914,2.00000,10.77020,6.20973
E01001574,4.48118,1b,14.78080,0.00000
E01001575,11.73110,3.00000,18.62910,3.99188
E01001576,4.19249,1b,16.16860,2.43709
E01001577,12.00210,3.00000,20.74000,4.59215
E01001578,13.12680,3.00000,20.60230,4.29173
E01001579,4.57239,1b,8.01757,2.23593
E01001580,13.63610,3.00000,24.55340,8.72569
E01001581,18.28080,4.00000,22.62230,14.40950
E01001582,5.49672,2.00000,12.37440,0.00000
E01001583,6.40135,2.00000,16.08040,0.00000
E01001584,7.16297,2.00000,20.30610,0.00000
E01001585,13.51870,3.00000,19.56850,6.55560
E01001586,14.27670,3.00000,19.28230,6.84779
E01001587,10.94120,3.00000,17.15140,6.54809
E01001588,9.09045,2.00000,18.31650,0.00000
E01001589,15.32150,4.00000,19.39090,7.43210
E01001590,18.13750,4.00000,22.72170,13.24150
E01001591,15.46970,4.00000,21.24850,5.99972
E01001592,15.11370,4.00000,18.79110,9.06921
E01001593,13.66240,3.00000,23.70980,4.05993
E01001594,11.27710,3.00000,15.87590,5.33066
E01001595,8.93928,2.00000,17.16650,0.00000
E01001596,4.12536,1b,6.92385,2.02749
E01001597,9.20431,2.00000,12.79900,4.67067
E01001598,7.24491,2.00000,12.09150,1.72602
E01001599,5.55739,2.00000,11.02040,1.86964
E01001600,11.04860,3.00000,15.99280,4.91299
E01001601,7.92187,2.00000,16.95410,1.57043
E01001602,5.55980,2.00000,9.65848,2.07018
E01001603,6.56139,2.00000,7.77549,4.15994
E01001604,16.45340,4.00000,25.47980,8.77630
E01001605,5.17734,2.00000,11.73410,0.00000
E01001606,3.93432,1b,8.65889,1.91897
E01001607,10.77230,3.00000,16.62680,6.71566
E01001608,9.34922,2.00000,19.22050,0.00000
E01001609,20.67230,5.00000,26.63120,14.72460
E01001610,3.32970,1b,4.96369,1.80880
E01001611,5.26864,2.00000,12.09470,2.31996
E01001613,9.08314,2.00000,19.18980,0.00000
E01001614,6.93113,2.00000,12.56180,0.00000
E01001615,9.83596,2.00000,25.94290,0.00000
E01001617,9.25403,2.00000,16.84720,0.00000
E01001618,6.40856,2.00000,13.04940,3.29229
E01001619,10.17200,3.00000,15.45010,0.00000
E01001620,7.62760,2.00000,19.20520,2.13119
E01001621,16.77910,4.00000,24.06050,8.50978
E01001623,9.01112,2.00000,12.36170,3.49776
E01001624,6.64714,2.00000,13.50340,3.30286
E01001625,6.10696,2.00000,14.25600,2.50420
E01001629,28.01650,6a,42.47160,5.92000
E01001631,23.63780,5.00000,34.36760,7.00802
E01001632,17.76360,4.00000,25.05730,9.96804
E01001633,9.81652,2.00000,16.95190,4.00441
E01001634,11.09270,3.00000,20.06220,4.84418
E01001635,6.77586,2.00000,16.03850,0.00000
E01001636,9.82039,2.00000,16.80140,3.60865
E01001637,8.01945,2.00000,10.89600,5.15965
E01001638,15.61870,4.00000,26.41480,8.21534
E01001640,21.10800,5.00000,27.73500,7.42787
E01001641,22.00300,5.00000,28.63390,15.81230
E01001642,7.90462,2.00000,21.77940,0.00000
E01001644,20.03010,5.00000,32.82550,9.78964
E01001645,4.08741,1b,13.23220,1.96847
E01001646,10.10390,3.00000,13.47370,7.61001
E01001647,5.02290,2.00000,13.20080,0.00000
E01001648,3.83941,1b,9.89860,0.00000
E01001649,2.25407,1a,4.68004,0.00000
E01001650,6.70168,2.00000,12.15840,3.14420
E01001651,4.89099,1b,11.83670,0.00000
E01001652,7.27366,2.00000,15.10360,4.47718
E01001653,3.33861,1b,4.98473,1.72492
E01001654,2.71472,1b,3.93823,1.76632
E01001655,5.77586,2.00000,22.17280,0.00000
E01001656,3.82789,1b,14.73030,0.00000
E01001657,8.32607,2.00000,18.20790,0.00000
E01001658,6.88436,2.00000,12.27580,4.23875
E01001659,7.59428,2.00000,11.50280,2.64675
E01001660,4.25407,1b,8.80752,1.86511
E01001661,6.34564,2.00000,15.10260,2.29819
E01001662,14.75470,3.00000,20.19380,4.86988
E01001664,18.69080,4.00000,21.56870,15.84200
E01001665,17.13260,4.00000,24.01350,11.20900
E01001666,13.39670,3.00000,22.40050,0.00000
E01001667,9.60740,2.00000,27.06360,0.00000
E01001668,15.07110,4.00000,21.90430,3.49866
E01001669,4.49534,1b,10.90020,0.00000
E01001671,4.85209,1b,7.05919,3.01686
E01001672,6.79843,2.00000,22.20130,0.00000
E01001673,18.99530,4.00000,27.01820,7.53355
E01001674,8.69146,2.00000,14.47970,2.06365
E01001675,13.27730,3.00000,17.60440,2.45298
E01001676,9.76127,2.00000,11.17620,7.81883
E01001677,8.80362,2.00000,15.46950,0.00000
E01001678,4.02870,1b,5.63550,2.28245
E01001679,4.96099,1b,9.36428,2.06731
E01001680,3.20166,1b,7.56551,0.00000
E01001681,5.21925,2.00000,6.95786,3.39479
E01001682,5.11951,2.00000,12.20840,0.00000
E01001683,6.50069,2.00000,8.09947,5.02562
E01001684,4.61331,1b,10.43580,0.00000
E01001685,4.76072,1b,6.78233,2.56057
E01001686,4.71330,1b,7.15004,2.86704
